BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEUIWN(kBtu/sf),buildingage,UsageCount,ParkingRatio,FloorDensity,DistanceToDowntown_km
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57383,-122.33046,1.0,2,41790,0,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,20000.0,Unknown,12311.108329416667,54.59999847,56,2,0.0,4.785833931562575e-05,3.601480399602594
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60542,-122.3364,1.0,5,39960,0,"Office, Other",Office,Other,2840.0,Unknown,12311.108329416667,59.79999924,125,2,0.0,0.00012512512512512512,0.3338373668803454
NonResidential,Warehouse,98101.0,7,DOWNTOWN,47.60528,-122.33627,1.0,5,33300,0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,6000.0,Unknown,12311.108329416667,3.0,125,2,0.0,0.00015015015015015014,0.3289399791526535
NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60721,-122.33451,1.0,11,36240,0,Hotel,Hotel,Unknown,31733.045428599267,Unknown,12311.108329416667,66.0,99,1,0.0,0.0003035320088300221,0.2127363124763682
NonResidential,Other,98101.0,7,DOWNTOWN,47.60781,-122.33186,1.0,3,39320,6960,Social/Meeting Hall,Social/Meeting Hall,Unknown,31733.045428599267,Unknown,12311.108329416667,83.09999847,103,1,0.1770091556459817,7.62970498474059e-05,0.1799257188373084
NonResidential,Other,98104.0,7,DOWNTOWN,47.60547,-122.33118,1.0,5,41536,0,Performing Arts,Performing Arts,Unknown,31733.045428599267,Unknown,12311.108329416667,65.90000153,117,1,0.0,0.00012037750385208012,0.10651861397664593
NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60223,-122.32889,1.0,6,35820,0,Hotel,Hotel,Unknown,31733.045428599267,Unknown,12311.108329416667,99.09999847,116,1,0.0,0.00016750418760469013,0.5027837135434737
NonResidential,K-12 School,98116.0,1,SOUTHWEST,47.56542,-122.38502,1.0,2,33462,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,81.5,103,1,0.0,5.9769290538521305e-05,6.026162430715992
NonResidential,K-12 School,98116.0,1,SOUTHWEST,47.56504,-122.38455,1.0,3,49744,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,48.70000076,60,1,0.0,6.030878095850756e-05,6.034995362133703
NonResidential,Worship Facility,98116.0,1,SOUTHWEST,47.56342,-122.38509,1.0,2,37816,0,"K-12 School, Worship Facility",Worship Facility,K-12 School,18701.0,Unknown,12311.108329416667,41.09999847,102,2,0.0,5.2887666596149776e-05,6.19865000658949
NonResidential,Mixed Use Property,98116.0,1,SOUTHWEST,47.5622,-122.38648,0.0,2,23315,0,"Office, Restaurant, Retail Store",Office,Retail Store,6919.0,Restaurant,1976.0,89.5,99,3,0.0,8.578168561012223e-05,6.369630684691072
NonResidential,Mixed Use Property,98116.0,1,SOUTHWEST,47.56147,-122.38638,1.0,2,20700,0,"Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant",Non-Refrigerated Warehouse,Restaurant,6900.0,Other - Recreation,4323.0,209.8999939,95,4,0.0,9.66183574879227e-05,6.4274547430974875
NonResidential,Other,98116.0,1,SOUTHWEST,47.56263,-122.38196,1.0,1,41521,13124,"Other - Recreation, Parking, Restaurant",Other - Recreation,Parking,13124.0,Restaurant,2574.0,123.6999969,77,3,0.3160810192432745,2.4084198357457672e-05,6.120137529278919
NonResidential,Supermarket / Grocery Store,98126.0,1,SOUTHWEST,47.56197,-122.38109,1.0,2,25762,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Unknown,31733.045428599267,Unknown,12311.108329416667,74.0,79,1,0.0,7.763372408974459e-05,6.139134820384475
NonResidential,Other,98126.0,1,SOUTHWEST,47.56245,-122.37805,1.0,1,33334,0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,Swimming Pool,0.0,Unknown,12311.108329416667,128.1000061,41,2,0.0,2.999940001199976e-05,5.961808934991234
NonResidential,Small- and Mid-Sized Office,98126.0,1,SOUTHWEST,47.56175,-122.37835,1.0,3,43387,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,59.90000153,44,1,0.0,6.914513563970775e-05,6.038401505344554
NonResidential,Mixed Use Property,98125.0,5,NORTH,47.72178,-122.29498,1.0,1,39350,0,"Food Service, Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,Retail Store,19249.0,Food Service,2663.0,6.5,46,3,0.0,2.5412960609911054e-05,13.149104109665876
NonResidential,Other,98125.0,5,NORTH,47.72032,-122.29507,0.0,1,22405,0,"Other, Retail Store",Other,Retail Store,7500.0,Unknown,12311.108329416667,192.3000031,76,2,0.0,4.4632894443204644e-05,12.98904185709284
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.552,-122.32262,1.0,1,37500,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,31.10000038,40,1,0.0,2.6666666666666667e-05,6.068569697035572
NonResidential,Medical Office,98122.0,3,CENTRAL,47.60132,-122.30477,1.0,2,39000,0,Medical Office,Medical Office,Unknown,31733.045428599267,Unknown,12311.108329416667,68.09999847,35,1,0.0,5.128205128205128e-05,2.1196622659877185
NonResidential,Other,98116.0,1,SOUTHWEST,47.56018,-122.38716,1.0,1,22180,0,"Other - Mall, Restaurant",Other - Mall,Restaurant,8180.0,Unknown,12311.108329416667,234.8999939,101,2,0.0,4.508566275924256e-05,6.575698471765021
NonResidential,Distribution Center,98144.0,2,GREATER DUWAMISH,47.58513,-122.30645,1.0,1,25920,0,"Distribution Center, Office, Refrigerated Warehouse",Distribution Center,Refrigerated Warehouse,4051.0,Office,2592.0,46.79999924,56,3,0.0,3.8580246913580246e-05,3.0312420212308293
NonResidential,Refrigerated Warehouse,98144.0,2,GREATER DUWAMISH,47.58528,-122.30595,1.0,1,25480,0,Refrigerated Warehouse,Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,29.10000038,72,1,0.0,3.924646781789639e-05,3.0423955393507742
NonResidential,Warehouse,98144.0,2,GREATER DUWAMISH,47.58482,-122.30501,1.0,2,31000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,74.69999695,55,1,0.0,6.451612903225807e-05,3.1270091735022847
NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,47.58528,-122.305,1.0,1,29740,0,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,12208.0,Unknown,12311.108329416667,51.09999847,64,2,0.0,3.362474781439139e-05,3.0887881612725847
NonResidential,Distribution Center,98144.0,2,GREATER DUWAMISH,47.58607,-122.30445,1.0,1,23236,0,"Distribution Center, Office, Retail Store",Distribution Center,Office,1250.0,Retail Store,1250.0,20.79999924,71,3,0.0,4.3036667240488894e-05,3.0510481022896387
NonResidential,Small- and Mid-Sized Office,98144.0,2,SOUTHEAST,47.58579,-122.3034,1.0,3,38075,0,"K-12 School, Office, Retail Store",Office,K-12 School,6213.0,Retail Store,2825.0,53.5,16,3,0.0,7.879185817465529e-05,3.1276107612484303
NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,47.5859,-122.29957,1.0,2,39170,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,63.40000153,55,1,0.0,5.105948429920858e-05,3.32342519997845
Nonresidential COS,Other,98134.0,3,SOUTHEAST,47.58476,-122.29765,0.0,1,36070,0,Other - Recreation,Other - Recreation,Unknown,31733.045428599267,Unknown,12311.108329416667,23.20000076,48,1,0.0,2.772387025228722e-05,3.5152136536201604
NonResidential,Other,98144.0,2,SOUTHEAST,47.56979,-122.29234,1.0,2,20047,0,Other - Services,Other - Services,Unknown,31733.045428599267,Unknown,12311.108329416667,6.400000095,62,1,0.0,9.976555095525515e-05,5.028184968493617
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.57403,-122.3336,1.0,1,20000,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,27.89999962,111,1,0.0,5e-05,3.578909076244477
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.5741,-122.32541,1.0,2,32400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,7.599999905,70,1,0.0,6.17283950617284e-05,3.604444100698067
NonResidential,Supermarket / Grocery Store,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63776,-122.35606,1.0,1,25159,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,0.0,Unknown,12311.108329416667,350.5,63,2,0.0,3.9747207758654956e-05,3.942075479445193
Nonresidential COS,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63629,-122.35922,1.0,1,27247,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,Fitness Center/Health Club/Gym,7701.0,Pre-school/Daycare,3045.0,101.0,77,4,0.0,3.6701288215216355e-05,3.914872863160535
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.56489,-122.3409,1.0,1,26680,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,7.199999809,70,1,0.0,3.748125937031484e-05,4.640635046965436
NonResidential,Warehouse,98106.0,1,DELRIDGE,47.56447,-122.35335,1.0,1,31521,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,57.79999924,72,1,0.0,3.1724881824815205e-05,4.906237299931969
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56982,-122.33479,1.0,1,24000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,3600.0,Unknown,12311.108329416667,62.90000153,74,2,0.0,4.1666666666666665e-05,4.050298738344781
NonResidential,Self-Storage Facility,98134.0,2,GREATER DUWAMISH,47.56487,-122.34181,1.0,1,21900,0,Self-Storage Facility,Self-Storage Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,75.5,73,1,0.0,4.5662100456621006e-05,4.653028788559442
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56897,-122.33617,1.0,1,38005,0,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",Non-Refrigerated Warehouse,Self-Storage Facility,10974.0,Office,5471.0,21.10000038,64,3,0.0,2.6312327325351927e-05,4.151024810180726
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5678,-122.33622,1.0,1,35579,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,35.40000153,27,1,0.0,2.81064672981253e-05,4.281050622804375
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57382,-122.32672,1.0,1,49950,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,4.800000191,50,1,0.0,2.002002002002002e-05,3.6230268962159813
NonResidential,Worship Facility,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63927,-122.4032,1.0,2,22612,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,37.79999924,78,1,0.0,8.84486113568017e-05,6.474322575045414
NonResidential,Other,98125.0,5,NORTH,47.72599,-122.29314,1.0,2,38787,0,"Automobile Dealership, Parking",Automobile Dealership,Parking,0.0,Unknown,12311.108329416667,90.59999847,49,2,0.0,5.156366823935855e-05,13.635805956171472
NonResidential,Self-Storage Facility,98125.0,5,NORTH,47.72356,-122.29378,2.0,2,50368,0,Self-Storage Facility,Self-Storage Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,17.79999924,37,1,0.0,3.9707750952986025e-05,13.361624194458505
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55302,-122.33605,1.0,1,30545,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,7000.0,Unknown,12311.108329416667,60.90000153,87,2,0.0,3.273858241938124e-05,5.920764016949032
NonResidential,K-12 School,98112.0,7,MAGNOLIA / QUEEN ANNE,47.63111,-122.35814,1.0,3,32691,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,32.70000076,103,1,0.0,9.176837661741764e-05,3.388437783535322
NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63159,-122.35839,1.0,2,24227,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,47.29999924,62,1,0.0,8.255252404342263e-05,3.442890400437136
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54365,-122.30785,1.0,1,27000,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,27.20000076,69,1,0.0,3.7037037037037037e-05,7.189198000069316
NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE UNION,47.64243,-122.32618,1.0,2,21183,0,"Office, Parking",Office,Parking,7238.0,Unknown,12311.108329416667,25.89999962,68,2,0.0,9.441533305008733e-05,4.052949239245552
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.64428,-122.32627,1.0,3,29392,3834,"Office, Parking",Office,Parking,3834.0,Unknown,12311.108329416667,27.39999962,64,2,0.13044365813826891,0.00010206859009254218,4.256784749300784
NonResidential,Large Office,98102.0,4,LAKE UNION,47.6465,-122.3252,1.0,5,137738,55504,"Office, Other, Parking",Office,Parking,55504.0,Other,4438.0,58.90000153,40,3,0.40296795365113475,3.630080297376178e-05,4.510891451840013
NonResidential,Residence Hall,98103.0,4,LAKE UNION,47.65014,-122.34424,1.0,3,21118,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,67.59999847,37,1,0.0,0.00014205890709347477,4.969881507888169
NonResidential,Large Office,98103.0,4,LAKE UNION,47.64868,-122.34254,1.0,5,206126,79284,"Office, Other, Parking, Restaurant",Office,Parking,73177.0,Other,8324.0,40.79999924,12,4,0.38463852206902577,2.425700784956774e-05,4.7879146385467175
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64866,-122.34509,1.0,2,20500,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,64.69999695,125,1,0.0,9.75609756097561e-05,4.820648918426466
NonResidential,Senior Care Community,98117.0,6,BALLARD,47.69875,-122.36725,1.0,2,34636,31000,"Parking, Senior Care Community",Senior Care Community,Parking,0.0,Unknown,12311.108329416667,355.7000122,59,2,0.895022519921469,5.774338838203026e-05,10.622548048998201
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67485,-122.29284,1.0,2,25521,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,26.89999962,95,1,0.0,7.836683515536225e-05,8.180623762268109
NonResidential,K-12 School,98115.0,4,NORTHEAST,47.67485,-122.29284,1.0,1,23190,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,83.19999695,39,1,0.0,4.3122035360069e-05,8.180623762268109
NonResidential,Small- and Mid-Sized Office,98103.0,6,NORTHWEST,47.68602,-122.35674,1.0,1,20678,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,37.90000153,65,1,0.0,4.836057645807138e-05,9.065488245547316
NonResidential,K-12 School,98103.0,6,NORTHWEST,47.68642,-122.35707,1.0,3,28820,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,87.59999847,103,1,0.0,0.00010409437890353921,9.114079153100993
NonResidential,Worship Facility,98178.0,2,SOUTHEAST,47.51042,-122.26277,1.0,2,27876,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,46.79999924,71,1,0.0,7.174630506528914e-05,11.85297974625777
NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.55387,-122.27875,1.0,2,48882,7233,"Parking, Senior Care Community",Senior Care Community,Parking,9079.0,Unknown,12311.108329416667,168.1000061,59,2,0.14796857739045047,4.091485618428051e-05,7.0620134893636015
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55374,-122.32498,1.0,1,22320,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,20.70000076,48,1,0.0,4.4802867383512545e-05,5.85768199328217
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55297,-122.32472,1.0,1,47105,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Unknown,31733.045428599267,Unknown,12311.108329416667,225.8000031,49,1,0.0,2.1229168878038425e-05,5.9447352506053255
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55316,-122.32616,1.0,2,40029,0,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,8200.0,Unknown,12311.108329416667,39.40000153,43,2,0.0,4.9963776262209896e-05,5.914584451199027
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55196,-122.32518,1.0,2,28304,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,48.70000076,55,1,0.0,7.066139061616732e-05,6.053507538089488
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55168,-122.32459,1.0,1,26400,0,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,Non-Refrigerated Warehouse,7200.0,Unknown,12311.108329416667,16.29999924,55,2,0.0,3.787878787878788e-05,6.088463199923327
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55049,-122.32382,1.0,1,27680,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,2680.0,Unknown,12311.108329416667,69.30000305,57,2,0.0,3.6127167630057806e-05,6.225726670217607
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55145,-122.32635,1.0,2,25872,0,"Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,2600.0,Unknown,12311.108329416667,71.69999695,56,2,0.0,7.730364873222017e-05,6.1031811357093675
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55127,-122.32576,1.0,2,25872,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,100.0,56,1,0.0,7.730364873222017e-05,6.126422742004608
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55127,-122.32576,1.0,1,20500,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,10.39999962,56,1,0.0,4.878048780487805e-05,6.126422742004608
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.6557,-122.34682,1.0,2,21436,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,26.10000038,67,1,0.0,9.33009889904833e-05,5.6135859277433395
NonResidential,Mixed Use Property,98102.0,3,NORTHEAST,47.65205,-122.3218,1.0,1,20233,0,"Non-Refrigerated Warehouse, Office, Other",Office,Non-Refrigerated Warehouse,6644.0,Other,6344.0,34.09999847,27,3,0.0,4.942420797706717e-05,5.156383645740155
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65178,-122.351,1.0,4,39926,12400,"Multifamily Housing, Office, Parking, Retail Store",Office,Parking,12400.0,Retail Store,2575.0,37.70000076,19,4,0.31057456294144165,0.00010018534288433603,5.262438900666811
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64904,-122.34609,1.0,3,31417,8110,"Office, Parking",Office,Parking,12890.0,Unknown,12311.108329416667,46.20000076,40,2,0.25814049718305376,9.548970302702358e-05,4.87759605443828
NonResidential,Self-Storage Facility,98101.0,7,DOWNTOWN,47.61179,-122.3404,1.0,6,46580,0,Self-Storage Facility,Self-Storage Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,16.70000076,97,1,0.0,0.00012881064834693003,0.879498379941663
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61165,-122.34011,1.0,2,25920,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,18.5,109,1,0.0,7.716049382716049e-05,0.8531274437158046
NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.61236,-122.34144,1.0,2,25920,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,26.89999962,106,1,0.0,7.716049382716049e-05,0.9795013028751887
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61203,-122.34165,1.0,8,61721,0,Hotel,Unknown,Unknown,31733.045428599267,Unknown,12311.108329416667,53.5,115,1,0.0,0.00012961552794024724,0.9658144615331035
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61297,-122.34324,1.0,2,25920,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,81.09999847,106,1,0.0,7.716049382716049e-05,1.124324731694979
NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61098,-122.32766,1.0,4,39760,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,69.0,100,1,0.0,0.00010060362173038229,0.6271325787394096
NonResidential,Other,98101.0,3,EAST,47.61109,-122.32721,1.0,3,30971,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,96.0,105,1,0.0,9.68648090148849e-05,0.6557762562343468
NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61063,-122.32741,1.0,3,22667,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,182.6999969,79,1,0.0,0.0001323509948383112,0.6052002985159419
NonResidential,Warehouse,98103.0,6,LAKE UNION,47.64965,-122.34913,1.0,2,33840,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Office,13660.0,Retail Store,1440.0,69.09999847,98,3,0.0,5.9101654846335695e-05,4.99713202796187
NonResidential,Mixed Use Property,98103.0,6,LAKE UNION,47.6502,-122.34959,5.0,3,41827,9226,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,Office,14128.0,Parking,9680.0,102.5,24,5,0.22057522652831904,7.17240060248165e-05,5.0650940846151915
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65114,-122.34954,1.0,5,33740,6010,"Office, Parking, Retail Store",Office,Retail Store,8762.0,Parking,1500.0,52.29999924,24,3,0.17812685240071133,0.00014819205690574984,5.165175732180775
NonResidential,Retail Store,98103.0,6,LAKE UNION,47.65115,-122.35024,1.0,2,20516,0,"Hotel, Retail Store",Retail Store,Hotel,8000.0,Unknown,12311.108329416667,61.09999847,114,2,0.0,9.748488984207447e-05,5.179770130968082
NonResidential,Retail Store,98103.0,6,LAKE UNION,47.65019,-122.35013,1.0,3,27480,0,"Office, Retail Store",Retail Store,Office,8668.0,Unknown,12311.108329416667,39.29999924,119,2,0.0,0.0001091703056768559,5.074644264877537
NonResidential,Mixed Use Property,98103.0,6,LAKE UNION,47.65061,-122.35159,1.0,1,46958,0,"Bank Branch, Bar/Nightclub, Office, Parking",Office,Parking,33976.0,Bar/Nightclub,4579.0,38.70000076,78,4,0.0,2.1295625878444566e-05,5.149629884771806
NonResidential,Distribution Center,98103.0,6,LAKE UNION,47.65214,-122.356,1.0,1,26532,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,85.19999695,41,1,0.0,3.769033619779888e-05,5.413164799880388
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65186,-122.35531,1.0,2,22388,0,"Multifamily Housing, Office",Office,Multifamily Housing,2788.0,Unknown,12311.108329416667,27.0,44,2,0.0,8.933357155619081e-05,5.366815627965108
NonResidential,Other,98103.0,6,LAKE UNION,47.65138,-122.35565,1.0,1,30730,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,106.4000015,56,1,0.0,3.254149040026033e-05,5.324743588075148
NonResidential,Small- and Mid-Sized Office,98107.0,6,LAKE UNION,47.65297,-122.35839,1.0,2,35600,0,"Office, Parking",Office,Parking,0.0,Unknown,12311.108329416667,59.59999847,39,2,0.0,5.617977528089888e-05,5.561234447066883
NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1.0,3,62000,0,"Other, Worship Facility",Worship Facility,Other,5000.0,Unknown,12311.108329416667,34.70000076,76,2,0.0,4.838709677419355e-05,5.219954514910574
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1.0,2,23600,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,35.59999847,44,1,0.0,8.474576271186441e-05,4.968735559240692
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,40067,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,57.5,39,1,0.0,7.487458507000774e-05,5.186350053646698
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,26419,6922,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,40.70000076,36,1,0.26200840304326434,0.00011355463870699118,5.186350053646698
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,25262,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,59.70000076,46,1,0.0,0.00011875544295780223,5.186350053646698
NonResidential,Other,98103.0,6,LAKE UNION,47.64975,-122.35289,0.0,3,53103,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,126.0,29,1,0.0,5.6493983390768884e-05,5.08699174670152
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1.0,3,34106,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,54.5,45,1,0.0,8.796106256963584e-05,5.06422416435293
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1.0,3,34545,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,67.0,45,1,0.0,8.684324793747286e-05,5.118313180640317
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1.0,3,70296,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,42.90000153,45,1,0.0,4.2676681461249574e-05,5.006073307279092
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59979,-122.33339,1.0,4,27838,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,45.40000153,123,1,0.0,0.00014368848336805806,0.7192915454352706
NonResidential,Distribution Center,98106.0,1,DELRIDGE,47.55105,-122.34695,2.0,2,28368,0,"Distribution Center, Office",Distribution Center,Office,9408.0,Unknown,12311.108329416667,43.20000076,54,2,0.0,7.050197405527355e-05,6.232743339423474
NonResidential,Other,98133.0,5,NORTHWEST,47.72471,-122.3412,1.0,2,92080,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,58.29999924,61,1,0.0,2.1720243266724587e-05,13.19531889545861
NonResidential,Other,98133.0,5,NORTHWEST,47.72288,-122.34065,1.0,1,20236,0,Other - Recreation,Other - Recreation,Unknown,31733.045428599267,Unknown,12311.108329416667,103.1999969,64,1,0.0,4.94168808064835e-05,12.990013330752916
